"lineRef","stopPointRef","stopPointName","aimedDepartureTime","departureTime","aimedArrivalTime","arrivalTime","dayOfTheWeek"
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T08:42:00.000Z""}","{""value"":""2025-01-30T08:45:51.000Z""}","{""value"":""2025-01-30T08:42:00.000Z""}","{""value"":""2025-01-30T08:45:10.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T08:43:00.000Z""}","{""value"":""2025-01-30T08:45:07.000Z""}","{""value"":""2025-01-30T08:43:00.000Z""}","{""value"":""2025-01-30T08:44:24.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T08:46:00.000Z""}","{""value"":""2025-01-30T08:47:45.000Z""}","{""value"":""2025-01-30T08:46:00.000Z""}","{""value"":""2025-01-30T08:47:14.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T08:46:00.000Z""}","{""value"":""2025-01-30T08:48:04.000Z""}","{""value"":""2025-01-30T08:46:00.000Z""}","{""value"":""2025-01-30T08:47:36.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T08:48:00.000Z""}","{""value"":""2025-01-30T08:48:32.000Z""}","{""value"":""2025-01-30T08:48:00.000Z""}","{""value"":""2025-01-30T08:47:09.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T08:50:00.000Z""}","{""value"":""2025-01-30T08:51:01.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T08:51:00.000Z""}","{""value"":""2025-01-30T08:52:22.000Z""}","{""value"":""2025-01-30T08:51:00.000Z""}","{""value"":""2025-01-30T08:52:01.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T08:51:00.000Z""}","{""value"":""2025-01-30T08:51:29.000Z""}","{""value"":""2025-01-30T08:51:00.000Z""}","{""value"":""2025-01-30T08:50:59.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T08:51:00.000Z""}","{""value"":""2025-01-30T08:51:24.000Z""}","{""value"":""2025-01-30T08:51:00.000Z""}","{""value"":""2025-01-30T08:50:46.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T08:52:00.000Z""}","{""value"":""2025-01-30T08:57:06.000Z""}","{""value"":""2025-01-30T08:52:00.000Z""}","{""value"":""2025-01-30T08:56:36.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T08:53:00.000Z""}","{""value"":""2025-01-30T08:58:13.000Z""}","{""value"":""2025-01-30T08:53:00.000Z""}","{""value"":""2025-01-30T08:57:29.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T08:56:00.000Z""}","{""value"":""2025-01-30T08:56:33.000Z""}","{""value"":""2025-01-30T08:56:00.000Z""}","{""value"":""2025-01-30T08:56:13.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T08:56:00.000Z""}","{""value"":""2025-01-30T08:57:26.000Z""}","{""value"":""2025-01-30T08:56:00.000Z""}","{""value"":""2025-01-30T08:56:51.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T08:56:00.000Z""}","{""value"":""2025-01-30T08:58:32.000Z""}","{""value"":""2025-01-30T08:56:00.000Z""}","{""value"":""2025-01-30T08:57:59.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T09:01:00.000Z""}","{""value"":""2025-01-30T09:08:40.000Z""}","{""value"":""2025-01-30T09:01:00.000Z""}","{""value"":""2025-01-30T09:08:17.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T09:02:00.000Z""}","{""value"":""2025-01-30T09:07:15.000Z""}","{""value"":""2025-01-30T09:02:00.000Z""}","{""value"":""2025-01-30T09:06:46.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T09:03:00.000Z""}","{""value"":""2025-01-30T09:05:36.000Z""}","{""value"":""2025-01-30T09:03:00.000Z""}","{""value"":""2025-01-30T09:04:53.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T09:06:00.000Z""}","{""value"":""2025-01-30T09:07:09.000Z""}","{""value"":""2025-01-30T09:06:00.000Z""}","{""value"":""2025-01-30T09:06:43.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T09:06:00.000Z""}","{""value"":""2025-01-30T09:08:19.000Z""}","{""value"":""2025-01-30T09:06:00.000Z""}","{""value"":""2025-01-30T09:07:52.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T09:09:00.000Z""}","{""value"":""2025-01-30T09:12:20.000Z""}","{""value"":""2025-01-30T09:09:00.000Z""}","{""value"":""2025-01-30T09:10:42.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T09:10:00.000Z""}","{""value"":""2025-01-30T09:10:01.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T09:11:00.000Z""}","{""value"":""2025-01-30T09:11:56.000Z""}","{""value"":""2025-01-30T09:11:00.000Z""}","{""value"":""2025-01-30T09:11:09.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T09:11:00.000Z""}","{""value"":""2025-01-30T09:11:04.000Z""}","{""value"":""2025-01-30T09:11:00.000Z""}","{""value"":""2025-01-30T09:10:26.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T09:11:00.000Z""}","{""value"":""2025-01-30T09:13:59.000Z""}","{""value"":""2025-01-30T09:11:00.000Z""}","{""value"":""2025-01-30T09:13:33.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T09:12:00.000Z""}","{""value"":""2025-01-30T09:15:39.000Z""}","{""value"":""2025-01-30T09:12:00.000Z""}","{""value"":""2025-01-30T09:14:22.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T09:13:00.000Z""}","{""value"":""2025-01-30T09:15:08.000Z""}","{""value"":""2025-01-30T09:13:00.000Z""}","{""value"":""2025-01-30T09:14:46.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T09:16:00.000Z""}","{""value"":""2025-01-30T09:16:20.000Z""}","{""value"":""2025-01-30T09:16:00.000Z""}","{""value"":""2025-01-30T09:15:59.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T09:16:00.000Z""}","{""value"":""2025-01-30T09:20:15.000Z""}","{""value"":""2025-01-30T09:16:00.000Z""}","{""value"":""2025-01-30T09:19:42.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T09:18:00.000Z""}","{""value"":""2025-01-30T09:17:57.000Z""}","{""value"":""2025-01-30T09:18:00.000Z""}","{""value"":""2025-01-30T09:17:14.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T09:21:00.000Z""}","{""value"":""2025-01-30T09:24:57.000Z""}","{""value"":""2025-01-30T09:21:00.000Z""}","{""value"":""2025-01-30T09:24:28.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T09:21:00.000Z""}","{""value"":""2025-01-30T09:21:32.000Z""}","{""value"":""2025-01-30T09:21:00.000Z""}","{""value"":""2025-01-30T09:21:05.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T09:22:00.000Z""}","{""value"":""2025-01-30T09:22:01.000Z""}","{""value"":""2025-01-30T09:22:00.000Z""}","{""value"":""2025-01-30T09:21:20.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T09:23:00.000Z""}",,"{""value"":""2025-01-30T09:23:00.000Z""}","{""value"":""2025-01-30T09:23:20.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T09:26:00.000Z""}","{""value"":""2025-01-30T09:28:45.000Z""}","{""value"":""2025-01-30T09:26:00.000Z""}","{""value"":""2025-01-30T09:28:08.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T09:26:00.000Z""}","{""value"":""2025-01-30T09:26:01.000Z""}","{""value"":""2025-01-30T09:26:00.000Z""}","{""value"":""2025-01-30T09:25:01.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T09:26:00.000Z""}","{""value"":""2025-01-30T09:27:25.000Z""}","{""value"":""2025-01-30T09:26:00.000Z""}","{""value"":""2025-01-30T09:27:08.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T09:30:00.000Z""}","{""value"":""2025-01-30T09:31:13.000Z""}",,,4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T09:31:00.000Z""}","{""value"":""2025-01-30T09:36:56.000Z""}","{""value"":""2025-01-30T09:31:00.000Z""}","{""value"":""2025-01-30T09:36:32.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T09:31:00.000Z""}","{""value"":""2025-01-30T09:31:14.000Z""}","{""value"":""2025-01-30T09:31:00.000Z""}","{""value"":""2025-01-30T09:30:56.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T09:32:00.000Z""}","{""value"":""2025-01-30T09:35:00.000Z""}","{""value"":""2025-01-30T09:32:00.000Z""}","{""value"":""2025-01-30T09:34:29.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T09:33:00.000Z""}","{""value"":""2025-01-30T09:38:56.000Z""}","{""value"":""2025-01-30T09:33:00.000Z""}","{""value"":""2025-01-30T09:38:07.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T09:36:00.000Z""}","{""value"":""2025-01-30T09:39:33.000Z""}","{""value"":""2025-01-30T09:36:00.000Z""}","{""value"":""2025-01-30T09:39:09.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T09:36:00.000Z""}","{""value"":""2025-01-30T09:39:02.000Z""}","{""value"":""2025-01-30T09:36:00.000Z""}","{""value"":""2025-01-30T09:38:41.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T09:39:00.000Z""}","{""value"":""2025-01-30T09:40:40.000Z""}","{""value"":""2025-01-30T09:39:00.000Z""}","{""value"":""2025-01-30T09:40:16.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T09:41:00.000Z""}","{""value"":""2025-01-30T09:42:12.000Z""}","{""value"":""2025-01-30T09:41:00.000Z""}","{""value"":""2025-01-30T09:41:56.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T09:41:00.000Z""}","{""value"":""2025-01-30T09:40:59.000Z""}","{""value"":""2025-01-30T09:41:00.000Z""}",,4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T09:42:00.000Z""}",,"{""value"":""2025-01-30T09:42:00.000Z""}","{""value"":""2025-01-30T09:42:12.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T09:43:00.000Z""}","{""value"":""2025-01-30T09:44:30.000Z""}","{""value"":""2025-01-30T09:43:00.000Z""}","{""value"":""2025-01-30T09:43:53.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T09:46:00.000Z""}","{""value"":""2025-01-30T09:50:04.000Z""}","{""value"":""2025-01-30T09:46:00.000Z""}","{""value"":""2025-01-30T09:49:36.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T09:46:00.000Z""}","{""value"":""2025-01-30T09:47:20.000Z""}","{""value"":""2025-01-30T09:46:00.000Z""}","{""value"":""2025-01-30T09:46:43.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T09:49:00.000Z""}","{""value"":""2025-01-30T09:49:16.000Z""}","{""value"":""2025-01-30T09:49:00.000Z""}","{""value"":""2025-01-30T09:49:01.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T09:50:00.000Z""}","{""value"":""2025-01-30T09:50:01.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T09:51:00.000Z""}","{""value"":""2025-01-30T09:51:03.000Z""}","{""value"":""2025-01-30T09:51:00.000Z""}","{""value"":""2025-01-30T09:50:09.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T09:51:00.000Z""}","{""value"":""2025-01-30T09:53:10.000Z""}","{""value"":""2025-01-30T09:51:00.000Z""}","{""value"":""2025-01-30T09:52:51.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T09:51:00.000Z""}","{""value"":""2025-01-30T09:50:59.000Z""}","{""value"":""2025-01-30T09:51:00.000Z""}","{""value"":""2025-01-30T09:49:53.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T09:52:00.000Z""}","{""value"":""2025-01-30T09:52:25.000Z""}","{""value"":""2025-01-30T09:52:00.000Z""}","{""value"":""2025-01-30T09:51:54.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T09:53:00.000Z""}","{""value"":""2025-01-30T09:54:41.000Z""}","{""value"":""2025-01-30T09:53:00.000Z""}","{""value"":""2025-01-30T09:53:15.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T09:56:00.000Z""}","{""value"":""2025-01-30T09:57:58.000Z""}","{""value"":""2025-01-30T09:56:00.000Z""}","{""value"":""2025-01-30T09:57:32.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T09:56:00.000Z""}","{""value"":""2025-01-30T09:56:53.000Z""}","{""value"":""2025-01-30T09:56:00.000Z""}","{""value"":""2025-01-30T09:55:58.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T09:56:00.000Z""}","{""value"":""2025-01-30T09:56:47.000Z""}","{""value"":""2025-01-30T09:56:00.000Z""}","{""value"":""2025-01-30T09:55:31.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T10:01:00.000Z""}","{""value"":""2025-01-30T10:02:43.000Z""}","{""value"":""2025-01-30T10:01:00.000Z""}","{""value"":""2025-01-30T10:02:23.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T10:02:00.000Z""}","{""value"":""2025-01-30T10:04:30.000Z""}","{""value"":""2025-01-30T10:02:00.000Z""}","{""value"":""2025-01-30T10:03:53.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T10:03:00.000Z""}","{""value"":""2025-01-30T10:04:26.000Z""}","{""value"":""2025-01-30T10:03:00.000Z""}","{""value"":""2025-01-30T10:04:02.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T10:06:00.000Z""}","{""value"":""2025-01-30T10:08:08.000Z""}","{""value"":""2025-01-30T10:06:00.000Z""}","{""value"":""2025-01-30T10:07:20.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T10:06:00.000Z""}","{""value"":""2025-01-30T10:06:01.000Z""}","{""value"":""2025-01-30T10:06:00.000Z""}","{""value"":""2025-01-30T10:05:33.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T10:09:00.000Z""}","{""value"":""2025-01-30T10:10:05.000Z""}","{""value"":""2025-01-30T10:09:00.000Z""}","{""value"":""2025-01-30T10:09:32.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T10:10:00.000Z""}","{""value"":""2025-01-30T10:10:08.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T10:11:00.000Z""}","{""value"":""2025-01-30T10:11:01.000Z""}","{""value"":""2025-01-30T10:11:00.000Z""}","{""value"":""2025-01-30T10:09:58.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T10:11:00.000Z""}","{""value"":""2025-01-30T10:11:08.000Z""}","{""value"":""2025-01-30T10:11:00.000Z""}","{""value"":""2025-01-30T10:10:31.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T10:11:00.000Z""}","{""value"":""2025-01-30T10:13:47.000Z""}","{""value"":""2025-01-30T10:11:00.000Z""}","{""value"":""2025-01-30T10:13:14.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T10:12:00.000Z""}","{""value"":""2025-01-30T10:13:00.000Z""}","{""value"":""2025-01-30T10:12:00.000Z""}","{""value"":""2025-01-30T10:12:23.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T10:13:00.000Z""}","{""value"":""2025-01-30T10:14:49.000Z""}","{""value"":""2025-01-30T10:13:00.000Z""}","{""value"":""2025-01-30T10:14:21.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T10:16:00.000Z""}","{""value"":""2025-01-30T10:17:04.000Z""}","{""value"":""2025-01-30T10:16:00.000Z""}","{""value"":""2025-01-30T10:16:36.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T10:16:00.000Z""}","{""value"":""2025-01-30T10:17:59.000Z""}","{""value"":""2025-01-30T10:16:00.000Z""}","{""value"":""2025-01-30T10:16:58.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T10:19:00.000Z""}","{""value"":""2025-01-30T10:20:03.000Z""}","{""value"":""2025-01-30T10:19:00.000Z""}","{""value"":""2025-01-30T10:19:47.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T10:21:00.000Z""}","{""value"":""2025-01-30T10:21:09.000Z""}","{""value"":""2025-01-30T10:21:00.000Z""}","{""value"":""2025-01-30T10:20:41.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T10:21:00.000Z""}","{""value"":""2025-01-30T10:21:06.000Z""}","{""value"":""2025-01-30T10:21:00.000Z""}","{""value"":""2025-01-30T10:19:52.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T10:22:00.000Z""}","{""value"":""2025-01-30T10:25:57.000Z""}","{""value"":""2025-01-30T10:22:00.000Z""}","{""value"":""2025-01-30T10:25:26.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T10:23:00.000Z""}","{""value"":""2025-01-30T10:25:38.000Z""}","{""value"":""2025-01-30T10:23:00.000Z""}","{""value"":""2025-01-30T10:24:48.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T10:26:00.000Z""}","{""value"":""2025-01-30T10:28:23.000Z""}","{""value"":""2025-01-30T10:26:00.000Z""}","{""value"":""2025-01-30T10:27:54.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T10:26:00.000Z""}","{""value"":""2025-01-30T10:25:52.000Z""}","{""value"":""2025-01-30T10:26:00.000Z""}","{""value"":""2025-01-30T10:25:11.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T10:26:00.000Z""}","{""value"":""2025-01-30T10:27:06.000Z""}","{""value"":""2025-01-30T10:26:00.000Z""}","{""value"":""2025-01-30T10:26:16.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T10:30:00.000Z""}","{""value"":""2025-01-30T10:30:28.000Z""}",,,4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T10:31:00.000Z""}","{""value"":""2025-01-30T10:34:35.000Z""}","{""value"":""2025-01-30T10:31:00.000Z""}","{""value"":""2025-01-30T10:33:49.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T10:31:00.000Z""}","{""value"":""2025-01-30T10:31:52.000Z""}","{""value"":""2025-01-30T10:31:00.000Z""}","{""value"":""2025-01-30T10:31:26.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T10:32:00.000Z""}","{""value"":""2025-01-30T10:34:03.000Z""}","{""value"":""2025-01-30T10:32:00.000Z""}","{""value"":""2025-01-30T10:33:31.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T10:33:00.000Z""}",,"{""value"":""2025-01-30T10:33:00.000Z""}",,4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T10:36:00.000Z""}","{""value"":""2025-01-30T10:38:03.000Z""}","{""value"":""2025-01-30T10:36:00.000Z""}","{""value"":""2025-01-30T10:37:38.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T10:36:00.000Z""}","{""value"":""2025-01-30T10:36:54.000Z""}","{""value"":""2025-01-30T10:36:00.000Z""}","{""value"":""2025-01-30T10:36:23.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T10:39:00.000Z""}","{""value"":""2025-01-30T10:39:24.000Z""}","{""value"":""2025-01-30T10:39:00.000Z""}","{""value"":""2025-01-30T10:38:56.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T10:41:00.000Z""}","{""value"":""2025-01-30T10:45:20.000Z""}","{""value"":""2025-01-30T10:41:00.000Z""}","{""value"":""2025-01-30T10:44:45.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T10:41:00.000Z""}","{""value"":""2025-01-30T10:40:59.000Z""}","{""value"":""2025-01-30T10:41:00.000Z""}","{""value"":""2025-01-30T10:40:19.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T10:42:00.000Z""}","{""value"":""2025-01-30T10:43:19.000Z""}","{""value"":""2025-01-30T10:42:00.000Z""}","{""value"":""2025-01-30T10:42:45.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T10:43:00.000Z""}","{""value"":""2025-01-30T10:47:51.000Z""}","{""value"":""2025-01-30T10:43:00.000Z""}","{""value"":""2025-01-30T10:46:51.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T10:46:00.000Z""}","{""value"":""2025-01-30T10:50:01.000Z""}","{""value"":""2025-01-30T10:46:00.000Z""}","{""value"":""2025-01-30T10:49:34.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T10:46:00.000Z""}","{""value"":""2025-01-30T10:49:34.000Z""}","{""value"":""2025-01-30T10:46:00.000Z""}",,4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T10:49:00.000Z""}","{""value"":""2025-01-30T10:49:48.000Z""}","{""value"":""2025-01-30T10:49:00.000Z""}","{""value"":""2025-01-30T10:49:17.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T10:50:00.000Z""}","{""value"":""2025-01-30T10:49:41.000Z""}",,,4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T10:51:00.000Z""}","{""value"":""2025-01-30T10:59:09.000Z""}","{""value"":""2025-01-30T10:51:00.000Z""}","{""value"":""2025-01-30T10:58:31.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T10:51:00.000Z""}","{""value"":""2025-01-30T10:51:08.000Z""}","{""value"":""2025-01-30T10:51:00.000Z""}","{""value"":""2025-01-30T10:49:46.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T10:51:00.000Z""}","{""value"":""2025-01-30T10:51:01.000Z""}","{""value"":""2025-01-30T10:51:00.000Z""}","{""value"":""2025-01-30T10:50:07.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T10:52:00.000Z""}","{""value"":""2025-01-30T10:55:22.000Z""}","{""value"":""2025-01-30T10:52:00.000Z""}","{""value"":""2025-01-30T10:54:51.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T10:53:00.000Z""}",,"{""value"":""2025-01-30T10:53:00.000Z""}","{""value"":""2025-01-30T10:53:58.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T10:56:00.000Z""}","{""value"":""2025-01-30T10:59:59.000Z""}","{""value"":""2025-01-30T10:56:00.000Z""}","{""value"":""2025-01-30T10:59:23.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T10:56:00.000Z""}","{""value"":""2025-01-30T10:57:16.000Z""}","{""value"":""2025-01-30T10:56:00.000Z""}","{""value"":""2025-01-30T10:56:40.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T10:56:00.000Z""}","{""value"":""2025-01-30T10:58:49.000Z""}","{""value"":""2025-01-30T10:56:00.000Z""}","{""value"":""2025-01-30T10:58:01.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T11:01:00.000Z""}","{""value"":""2025-01-30T11:01:29.000Z""}","{""value"":""2025-01-30T11:01:00.000Z""}","{""value"":""2025-01-30T11:01:11.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T11:02:00.000Z""}","{""value"":""2025-01-30T11:07:45.000Z""}","{""value"":""2025-01-30T11:02:00.000Z""}","{""value"":""2025-01-30T11:07:09.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T11:03:00.000Z""}","{""value"":""2025-01-30T11:07:01.000Z""}","{""value"":""2025-01-30T11:03:00.000Z""}","{""value"":""2025-01-30T11:06:24.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T11:06:00.000Z""}","{""value"":""2025-01-30T11:10:04.000Z""}","{""value"":""2025-01-30T11:06:00.000Z""}","{""value"":""2025-01-30T11:09:09.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T11:06:00.000Z""}","{""value"":""2025-01-30T11:11:23.000Z""}","{""value"":""2025-01-30T11:06:00.000Z""}","{""value"":""2025-01-30T11:10:58.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T11:09:00.000Z""}","{""value"":""2025-01-30T11:10:28.000Z""}","{""value"":""2025-01-30T11:09:00.000Z""}","{""value"":""2025-01-30T11:10:04.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T11:10:00.000Z""}","{""value"":""2025-01-30T11:10:01.000Z""}",,,4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T11:11:00.000Z""}","{""value"":""2025-01-30T11:11:05.000Z""}","{""value"":""2025-01-30T11:11:00.000Z""}","{""value"":""2025-01-30T11:10:14.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T11:11:00.000Z""}","{""value"":""2025-01-30T11:14:20.000Z""}","{""value"":""2025-01-30T11:11:00.000Z""}","{""value"":""2025-01-30T11:13:58.000Z""}",4
